0	55.9831	34			23.8481
1	63.492	30			50.6717
2	75.611	30			7.86088
3	63.0583	41			357.585
4	59.5556	30			15.1895
5	75.3493	38			36.4252
6	83.2975	28			18.9941
7	51.2089	27			16.7585
8	68.5444	26			41.4277
9	55.2778	20			11.5717
10	63.1903	34			13.7094
11	60.3098	41			57.4987
12	73.2104	26			21.2491
13	85.6196	22			10.3134
14	49.9648	31			26.9362
15	71.52	26			14.4127
16	79.8655	28			25.7777
17	53.0705	32			260.935
18	76.6263	21			2.47057
19	56.8154	37			181.173
20	73.9091	31			60.4644
21	56.6694	31			121.513
22	77.6441	26			11.8534
23	59.5761	31			8.27652
24	58.153	33			67.639
25	55.3333	33			119.441
26	61.7246	30			10.1583
27	71.4991	24			17.8627
28	71.3131	38			86.1296
29	73.9653	28			0.973847
30	70.7346	28			51.1708
31	53.8666	40			247.289
32	82.5491	29			81.6004
33	75.5268	30			53.062
34	74.1914	31			16.066
35	61.8927	34			258.428
36	64.6374	39			919.88
37	74.4154	26			78.0755
38	70.4689	30			250.016
39	93.4429	27			94.8391
40	61.5592	28			38.3231
41	69.5316	23			88.8492
42	86.3103	33			229.842
43	76.9933	34			179.987
44	86.4934	26			35.1679
45	88.1739	29			139.859
46	89.4765	23			4.64112
47	64.7627	40			554.405
48	86.2521	36			419.509
49	65.446	46			188.23
28	71.3131	38			80.2564
29	73.9653	28			0.964817
30	70.7346	28			48.1692
31	53.8666	40			230.295
32	82.5491	29			77.82
33	75.5268	30			53.9254
34	74.1914	31			14.6159
35	61.8927	34			249.647
36	64.6374	39			890.134
37	74.4154	26			74.9909
38	70.4689	30			229.013
39	93.4429	27			85.1815
40	61.5592	28			34.1089
41	69.5316	23			79.4512
42	86.3103	33			214.358
43	76.9933	34			165.247
44	86.4934	26			31.7796
45	88.1739	29			125.895
46	89.4765	23			4.1565
47	64.7627	40			506.969
48	86.2521	36			388.104
49	65.446	46			176.507
51	68.645	40			151.977


<AQUI SAO AS INSTANCIAS DE 20 J>

0	83.9504	35			51015
1	38.76	25			0.623867
2	117.1	20			2.08682
1	38.76	25			0.943354
2	117.1	20			2.69262
1	38.76	25			1.03468
2	117.1	20			2.86903
3	277.29	21			36.343
3	277.29	21			39.4424
4	376.1	26			750.852
5	93.49	26			4.46601
6	121.52	22			1.64628
7	105.52	22			6.9204
4	376.1	26			755.284
5	93.49	26			4.4948
6	121.52	22			1.57373
7	105.52	22			7.08843
8	148.75	31			780.894
9	21.31	26			1.66219
10	172.07	28			4.4622
8	148.75	31			779.421
9	21.31	26			1.73242
10	172.07	28			4.64438
11	104.31	28			90.6498
11	104.31	28			90.1939
12	159.84	33			465.866
12	159.84	33			465.679
1	38.76	25			0.836497
